tag_id,name,category,count,right_tag_cn
503349,hijiri_byakuren_(touhou),4,12693,圣白莲(东方 Project)
393597,kagamine_len_(VOCALOID),4,12419,镜音连(VOCALOID)
6313,link_(the_legend_of_zelda),4,12385,林克(塞尔达传说)
1686237,raiden_shogun_(genshin_impact),4,12239,雷电将军(原神)
503343,houjuu_nue_(touhou),4,12031,封兽鵺(东方 Project)
1533309,houshou_marine_(hololive),4,11739,宝钟玛琳(Hololive)
384841,yasaka_kanako_(touhou),4,11452,八坂神奈子(东方 Project)
1593594,gawr_gura_(hololive),4,11448,噶呜·古拉(Hololive)
12305,yagokoro_eirin_(touhou),4,11356,八意永琳(东方 Project)
457810,megurine_luka_(VOCALOID),4,11218,巡音流歌(VOCALOID)
413783,mizuhashi_parsee_(touhou),4,10974,水桥帕露西(东方 Project)
3861,pikachu_(pokemon),4,10538,皮卡丘(宝可梦)
456150,akiyama_mio_(k-on!),4,10077,秋山澪(轻音少女!)
638495,toyosatomimi_no_miko_(touhou),4,9782,丰聪耳神子(东方 Project)
9466,suzumiya_haruhi_(suzumiya_haruhi),4,9541,凉宫春日(凉宫春日)
13814,morichika_rinnosuke_(touhou),4,9414,森近霖之助(东方 Project)
94496,princess_zelda_(the_legend_of_zelda),4,9354,塞尔达公主(塞尔达传说)
384197,kagiyama_hina_(touhou),4,9328,键山雏(东方 Project)
2075918,inkling_player_character_(splatoon),4,9292,斯普拉遁玩家角色(斯普拉遁)
391888,tifa_lockhart_(final_fantasy),4,9278,蒂法·洛克哈特(最终幻想)
465977,hoshiguma_yuugi_(touhou),4,9218,星熊勇仪(东方 Project)
7441,fate_testarossa_(mahou_shoujo_lyrical_nanoha),4,9158,菲特·泰斯特罗莎(魔法少女奈叶)
700405,nishizumi_miho_(girls_und_panzer),4,8940,西住美穗(少女与战车)
465646,tohsaka_rin_(fate),4,8904,远坂凛(Fate 系列)
7493,daiyousei_(touhou),4,8848,大妖精(东方 Project)
638499,mononobe_no_futo_(touhou),4,8823,物部布都(东方 Project)
12299,wriggle_nightbug_(touhou),4,8802,莉格露·奈特巴格(东方 Project)
599169,shanghai_doll_(touhou),4,8797,上海人偶(东方 Project)
472387,nakano_azusa_(k-on!),4,8741,中野梓(轻音少女!)
9715,nagato_yuki_(suzumiya_haruhi),4,8684,长门有希(凉宫春日)
1479836,shirakami_fubuki_(hololive),4,8635,白上吹雪(Hololive)
465688,shiki_eiki_(touhou),4,8600,四季映姬(东方 Project)
12342,usami_renko_(touhou),4,8579,宇佐见莲子(东方 Project)
395918,misaka_mikoto_(toaru_majutsu_no_index),4,8470,御坂美琴(魔法禁书目录)
12311,onozuka_komachi_(touhou),4,8463,小野冢小町(东方 Project)
12108,illyasviel_von_einzbern_(fate),4,8259,伊莉雅丝菲尔·冯·爱因兹贝伦(Fate 系列)
455424,hirasawa_yui_(k-on!),4,8251,平泽唯(轻音少女!)
506041,maribel_hearn_(touhou),4,8249,玛艾露贝莉·赫恩(东方 Project)
600200,kyubey_(mahou_shoujo_madoka_magica),4,8249,丘比(魔法少女小圆)
1733099,yae_miko_(genshin_impact),4,8153,八重神子(原神)
1233711,imaizumi_kagerou_(touhou),4,8134,今泉影狼(东方 Project)
1964304,gotoh_hitori_(bocchi_the_rock!),4,8111,后藤一里(孤独摇滚!)
8327,ayanami_rei_(neon_genesis_evangelion),4,7965,绫波丽(新世纪福音战士)
503351,toramaru_shou_(touhou),4,7667,寅丸星(东方 Project)
8552,takamachi_nanoha_(mahou_shoujo_lyrical_nanoha),4,7658,高町奈叶(魔法少女奈叶)
1511608,inkling_girl_(splatoon),4,7624,斯普拉遁女孩(斯普拉遁)
1531173,usada_pekora_(hololive),4,7611,兔田佩克拉(Hololive)
378876,joseph_joestar_(jojo_no_kimyou_na_bouken),4,7552,乔瑟夫·乔斯达(JOJO 的奇妙冒险)
1231258,matoi_ryuuko_(kill_la_kill),4,7459,缠流子(斩服少女)
1648389,yor_briar_(spy_x_family),4,7187,约尔·布莱尔(间谍过家家)
1525565,hoshimachi_suisei_(hololive),4,7115,星街彗星(Hololive)
456151,tainaka_ritsu_(k-on!),4,7114,田井中律(轻音少女!)
544560,himekaidou_hatate_(touhou),4,7114,姬海棠极(东方 Project)
1287532,megumin_(kono_subarashii_sekai_ni_shukufuku_wo!),4,7050,惠惠(为美好的世界献上祝福!)
592977,nishikino_maki_(love_live!),4,7024,西木野真姫(LoveLive!)
1593596,ninomae_ina'nis_(hololive),4,6999,一伊那尼斯_(HoloLive)
1593595,mori_calliope_(hololive),4,6928,森美声(Hololive)
713730,kafuu_chino_(gochuumon_wa_usagi_desu_ka?),4,6920,香风智乃(请问您今天要来点兔子吗？)
638538,kaku_seiga_(touhou),4,6914,霍青娥(东方 Project)
615562,toujou_nozomi_(love_live!),4,6909,东条希(LoveLive!)
593046,sonoda_umi_(love_live!),4,6883,园田海未(LoveLive!)
662185,shibuya_rin_(idolmaster_cinderella_girls),4,6810,涉谷凛(偶像大师_灰姑娘女孩)
503350,murasa_minamitsu_(touhou),4,6732,村纱水蜜(东方 Project)
1585358,northern_ocean_princess_(kantai_collection),4,6674,北方栖姬(舰队 Collection)
699794,nanami_chiaki_(danganronpa),4,6647,七海千秋(弹丸论破)
1495213,minato_aqua_(hololive),4,6646,湊阿库娅(Hololive)
445942,gardevoir_(pokemon),4,6606,沙奈朵(宝可梦)
593043,ayase_eli_(love_live!),4,6506,绚濑绘里(LoveLive!)
592974,yazawa_nico_(love_live!),4,6495,矢泽妮可(LoveLive!)
656409,yuzuki_yukari_(vocaloid),4,6481,结月缘(vocaloid)
413645,nagae_iku_(touhou),4,6428,永江衣玖(东方 Project)
54494,kujo_jotaro_(jojo_no_kimyou_na_bouken),4,6407,空条承太郎(JOJO 的奇妙冒险)
1233709,hata_no_kokoro_(touhou),4,6399,秦心(东方 Project)
570051,ibaraki_kasen_(touhou),4,6301,茨木华扇(东方 Project)
13108,chun-li_(street_fighter),4,6261,春丽(街头霸王)
7439,kinomoto_sakura_(cardcaptor_sakura),4,6112,木之本樱(魔卡少女樱)
1518952,nekomata_okayu_(hololive),4,6097,猫又小粥(Hololive)
638583,soga_no_tojiko_(touhou),4,6039,苏我屠自古(东方 Project)
10365,cloud_strife_(final_fantasy),4,6004,克劳德·史特莱夫(最终幻想)
413652,kurodani_yamame_(touhou),4,5991,黑谷山女(东方 Project)
619180,kasodani_kyouko_(touhou),4,5982,幽谷响子(东方 Project)
7438,matou_sakura_(fate),4,5971,间桐樱(Fate 系列)
619181,miyako_yoshika_(touhou),4,5945,宫古芳香(东方 Project)
473328,kumoi_ichirin_(touhou),4,5918,云居一轮(东方 Project)
1239690,rensouhou-chan_(kantai_collection),4,5885,连装炮酱(舰队 Collection)
1593597,takanashi_kiara_(hololive),4,5781,小鸟游琪亚拉(Hololive)
101752,hoshii_miki_(idolmaster),4,5749,星井美希(偶像大师)
1328621,clownpiece_(touhou),4,5669,克劳恩皮丝(东方 Project)
1549065,tokoyami_towa_(hololive),4,5620,常暗永远(Hololive)
1243755,kijin_seija_(touhou),4,5611,鬼人正邪(东方 Project)
382074,hiiragi_kagami_(lucky_star),4,5548,柊镜(幸运星)
11941,samus_aran_(metroid),4,5535,萨姆斯·阿兰(银河战士)
456152,kotobuki_tsumugi_(k-on!),4,5533,琴吹紬(轻音少女!)
1593598,watson_amelia_(hololive),4,5462,华生·阿米莉亚(Hololive)
713720,nishizumi_maho_(girls_und_panzer),4,5450,西住真穗(少女与战车)
11498,kirby_(kirby),4,5440,卡比(星之卡比)
1685272,ouro_kronii_(hololive),4,5419,奥罗·克罗尼(Hololive)
1651926,kamisato_ayaka_(genshin_impact),4,5404,神里绫华(原神)
52967,princess_peach_(super_mario),4,5392,碧姬公主(超级马力欧)
1685271,nanashi_mumei_(hololive),4,5378,七诗无名(Hololive)
1233706,sekibanki_(touhou),4,5354,赤蛮奇(东方 Project)
713721,itsumi_erika_(girls_und_panzer),4,5309,逸见艾丽卡(少女与战车)
10658,emiya_shirou_(fate),4,5307,卫宫士郎(Fate 系列)
383424,aki_minoriko_(touhou),4,5292,秋穰子(东方 Project)
593045,minami_kotori_(love_live!),4,5250,南小鸟(LoveLive!)
466669,c.c._(code_geass),4,5237,C.C.(Code_Geass_反叛的鲁路修)
452021,hieda_no_akyuu_(touhou),4,5214,稗田阿求(东方 Project)
382075,izumi_konata_(lucky_star),4,5162,泉此方(幸运星)
279302,dio_brando_(jojo_no_kimyou_na_bouken),4,5154,迪奥·布兰度(JOJO 的奇妙冒险)
405454,aerith_gainsborough_(final_fantasy),4,5112,艾丽丝·盖恩斯巴勒(最终幻想)
7866,tsukino_usagi_(sailor_moon),4,5078,月野兔(美少女战士)
434767,caesar_anthonio_zeppeli_(jojo_no_kimyou_na_bouken),4,5064,凯撒·安东尼奥·齐贝林(JOJO 的奇妙冒险)
1533307,shirogane_noel_(hololive),4,5012,白银诺艾尔(Hololive)
9071,amami_haruka_(idolmaster),4,4941,天海春香(偶像大师)
1515171,sakura_miko_(hololive),4,4933,樱巫女(Hololive)
1243757,sukuna_shinmyoumaru_(touhou),4,4931,少名针妙丸(东方 Project)
510663,yoko_littner_(tengen_toppa_gurren_lagann),4,4865,优子·利特纳(天元突破红莲螺岩)
638500,futatsuiwa_mamizou_(touhou),4,4856,二岩猯藏(东方 Project)
700403,akiyama_yukari_(girls_und_panzer),4,4773,秋山优花里(少女与战车)
383855,aki_shizuha_(touhou),4,4736,秋静叶(东方 Project)
1518950,inugami_korone_(hololive),4,4735,戌神沁音(Hololive)
424565,shijou_takane_(idolmaster),4,4697,四条贵音(偶像大师)
12295,letty_whiterock_(touhou),4,4678,蕾蒂·霍瓦特罗克(东方 Project)
701140,komaeda_nagito_(danganronpa),4,4673,狛枝凪斗(弹丸论破)
1246753,senketsu_(kill_la_kill),4,4668,神衣鲜血(斩服少女)
593044,kousaka_honoka_(love_live!),4,4648,高坂穗乃果(LoveLive!)
466315,ash_ketchum_(pokemon),4,4642,小智(宝可梦)
1549061,amane_kanata_(hololive),4,4622,天音彼方(Hololive)
21,suigintou_(rozen_maiden),4,4617,水银灯(蔷薇少女)
1316173,watanabe_you_(love_live!),4,4615,渡边曜(LoveLive!)
1502759,ookami_mio_(hololive),4,4604,大神澪(Hololive)
1248945,wo-class_aircraft_carrier_(kantai_collection),4,4585,Wo级航空母舰(舰队 Collection)
1500247,oozora_subaru_(hololive),4,4572,大空昴(Hololive)
422767,gumi_(vocaloid),4,4565,GUMI(vocaloid)
1231257,kiryuuin_satsuki_(kill_la_kill),4,4565,鬼龙院皋月(斩服少女)
1328656,hecatia_lapislazuli_(touhou),4,4546,赫卡提亚·拉碧斯拉兹利(东方 Project)
9072,kisaragi_chihaya_(idolmaster),4,4503,如月千早(偶像大师)
9079,kikuchi_makoto_(idolmaster),4,4457,菊地真(偶像大师)
665139,shirasaka_koume_(idolmaster_cinderella_girls),4,4443,白坂小梅(偶像大师_灰姑娘女孩)
1511455,yumemi_riamu_(idolmaster_cinderella_girls),4,4426,梦见璃亚梦(偶像大师_灰姑娘女孩)
9078,minase_iori_(idolmaster),4,4425,水濑伊织(偶像大师)
15550,morrigan_aensland_(darkstalkers),4,4415,莫莉卡·安斯兰特(恶魔战士)
422691,oshino_shinobu_(bakemonogatari),4,4414,忍野忍(化物语)
615222,hoshizora_rin_(love_live!),4,4349,星空凛(LoveLive!)
1770073,nishikigi_chisato_(lycoris_recoil),4,4294,锦木千束(Lycoris_Recoil_莉可丽丝)
1934883,oma_kokichi_(danganronpa),4,4286,王马小吉(弹丸论破)
1531312,uruha_rushia_(hololive),4,4285,润羽露西娅(Hololive)
660315,shimamura_uzuki_(idolmaster_cinderella_girls),4,4275,岛村卯月(偶像大师_灰姑娘女孩)
472979,saber_alter_(fate),4,4265,黑Saber(Fate 系列)
1292960,midoriya_izuku_(boku_no_hero_academia),4,4252,绿谷出久(我的英雄学院)
1586173,yukihana_lamy_(hololive),4,4241,雪花菈米(Hololive)
13270,cammy_white_(street_fighter),4,4227,嘉米·怀特(街头霸王)
460796,ex-keine_(touhou),4,4216,旧慧音(东方 Project)
1586175,shishiro_botan_(hololive),4,4216,狮白牡丹(Hololive)
1719003,sakamata_chloe_(hololive),4,4204,沙花叉库洛艾(Hololive)
425446,ganaha_hibiki_(idolmaster),4,4177,我那霸响(偶像大师)
1561704,higuchi_madoka_(idolmaster),4,4165,樋口圆香(偶像大师)
1435314,oyama_mahiro_(onimai),4,4155,绪山真寻(别当欧尼酱了!)
701382,hinata_hajime_(danganronpa),4,4152,日向创(弹丸论破)
665166,takagaki_kaede_(idolmaster_cinderella_girls),4,4133,高垣枫(偶像大师_灰姑娘女孩)
1233049,sagisawa_fumika_(idolmaster_cinderella_girls),4,4117,鹭泽文香(偶像大师_灰姑娘女孩)
16266,son_goku_(dragon_ball),4,4066,孙悟空(龙珠)
9750,asahina_mikuru_(suzumiya_haruhi),4,4045,朝比奈实玖琉(凉宫春日)
1586112,frieren_(sousou_no_frieren),4,4045,芙莉莲(葬送的芙莉莲)
1233712,wakasagihime_(touhou),4,4042,若鹭姬(东方 Project)
646093,ultimate_madoka_(mahou_shoujo_madoka_magica),4,3994,终极圆神(魔法少女小圆)
12257,ikari_shinji_(neon_genesis_evangelion),4,3960,碇真嗣(新世纪福音战士)
1328609,kishin_sagume_(touhou),4,3942,稀神萨古美(东方 Project)
1527899,kitagawa_marin_(sono_bisque_doll_wa_koi_wo_suru),4,3869,喜多川海梦(更衣人偶坠入爱河)
1805355,suletta_mercury_(gundam),4,3861,苏莱塔·墨丘利(高达)
1934951,saihara_shuichi_(danganronpa),4,3849,最原终一(弹丸论破)
592976,koizumi_hanayo_(love_live!),4,3794,小泉花阳(LoveLive!)
1491767,murasaki_shion_(hololive),4,3780,紫咲诗音(Hololive)
8882,lily_white_(touhou),4,3774,Lily White(东方 Project)
670056,kuroki_tomoko_(watamote),4,3767,黑木智子(我不受欢迎，怎么想都是你们的错!)
3030,mario_(super_mario),4,3760,马力欧(超级马力欧)
664384,jougasaki_mika_(idolmaster_cinderella_girls),4,3739,城崎美嘉(偶像大师_灰姑娘女孩)
9075,takatsuki_yayoi_(idolmaster),4,3733,高槻弥生(偶像大师)
9681,kyon_(suzumiya_haruhi),4,3707,阿虚(凉宫春日)
1493247,bowsette_(super_mario),4,3701,库巴姬(超级马力欧)
1292959,uraraka_ochako_(boku_no_hero_academia),4,3695,丽日御茶子(我的英雄学院)
1549082,kiryu_coco_(hololive),4,3693,桐生可可(Hololive)
1719009,la+_darknesss_(1st_costume),4,3690,达克尼斯(Hololive)
663994,kanzaki_ranko_(idolmaster_cinderella_girls),4,3666,神崎兰子(偶像大师_灰姑娘女孩)
11055,furude_rika_(higurashi_no_naku_koro_ni),4,3652,古手梨花(寒蝉鸣泣之时)
8048,sailor_moon_(sailor_moon),4,3646,水兵月(美少女战士)
11853,haruno_sakura_(naruto),4,3632,春野樱(火影忍者)
700407,takebe_saori_(girls_und_panzer),4,3615,武部沙织(少女与战车)
445932,eevee_(pokemon),4,3597,伊布(宝可梦)
1316172,tsushima_yoshiko_(love_live!),4,3590,津岛善子(LoveLive!)
620127,narukami_yuu_(persona),4,3570,鸣上悠(女神异闻录)
413714,kisume_(touhou),4,3567,琪斯美(东方 Project)
1770074,inoue_takina_(lycoris_recoil),4,3521,井之上泷奈(Lycoris_Recoil_莉可丽丝)
593780,super_sonico_(sonico),4,3516,超级索尼子(超级索尼子)
1500246,nakiri_ayame_(hololive),4,3506,百鬼绫目(Hololive)
1585359,seaport_princess_(kantai_collection),4,3498,港湾栖姬(舰队 Collection)
1782917,kita_ikuyo_(bocchi_the_rock!),4,3494,喜多郁代(孤独摇滚!)
1533296,shiranui_flare_(hololive),4,3486,不知火芙蕾雅(Hololive)
1685270,hakos_baelz_(hololive),4,3460,哈可斯·贝尔兹(Hololive)
1265245,ichinose_shiki_(idolmaster),4,3458,一之濑志希(偶像大师)
14152,kakyoin_noriaki_(jojo_no_kimyou_na_bouken),4,3455,花京院典明(JOJO 的奇妙冒险)
1159816,mirko_(boku_no_hero_academia),4,3450,米尔科(我的英雄学院)
687394,nitta_minami_(idolmaster_cinderella_girls),4,3432,新田美波(偶像大师_灰姑娘女孩)
1480186,takarada_rikka_(ssss.gridman),4,3429,宝多六花(SSSS.古立特)
550231,gokou_ruri_(oreimo),4,3426,五更瑠璃(我的妹妹哪有这么可爱!)
1271042,kiana_kaslana_(honkai_impact),4,3422,琪亚娜·卡斯兰娜(崩坏 3)
1532725,edelgard_von_hresvelg_(fire_emblem),4,3389,艾黛尔贾特·冯·赫雷斯瓦格(火焰之纹章)
413395,kujo_jolyne_(jojo_no_kimyou_na_bouken),4,3386,空条徐伦(JOJO 的奇妙冒险)
633863,tachibana_arisu_(idolmaster_cinderella_girls),4,3383,橘爱丽丝(偶像大师_灰姑娘女孩)
12309,medicine_melancholy_(touhou),4,3378,药师寺枫(东方 Project)
1317066,doremy_sweet_(touhou),4,3339,多萝西·斯威特(东方 Project)
1509453,fu_hua_(honkai_impact),4,3335,符华(崩坏 3)
662047,sanya_v._litvyak_(World Witches Series),4,3326,桑妮娅·V·利特维亚克(强袭魔女系列)
634453,barnaby_brooks_jr._(tiger_&_bunny),4,3325,巴纳比·布鲁克斯 Jr.(老虎和兔子)
12296,lunasa_prismriver_(touhou),4,3322,露娜萨·普莉兹姆利巴(东方 Project)
413396,giorno_giovanna_(jojo_no_kimyou_na_bouken),4,3302,乔鲁诺·乔巴纳(JOJO 的奇妙冒险)
1316171,sakurauchi_riko_(love_live!),4,3297,樱内梨子(LoveLive!)
1054766,chloe_von_einzbern_(fate),4,3276,克洛伊·冯·爱因兹贝伦(Fate 系列)
1499605,natsuiro_matsuri_(hololive),4,3276,夏色祭(Hololive)
421104,eila_ilmatar_juutilainen_(strike_witches),4,3269,艾拉·伊尔玛塔·尤蒂莱南(强袭魔女)
12355,uzumaki_naruto_(naruto),4,3259,漩涡鸣人(火影忍者)
1292961,bakugou_katsuki_(boku_no_hero_academia),4,3250,爆豪胜己(我的英雄学院)
407911,jonathan_joestar_(jojo_no_kimyou_na_bouken),4,3237,乔纳森·乔斯达(JOJO 的奇妙冒险)
1805391,miorine_rembran_(gundam),4,3230,米奥莉奈·伦布兰(高达)
1678980,sangonomiya_kokomi_(genshin_impact),4,3226,珊瑚宫心海(原神)
1317065,usami_sumireko_(touhou),4,3218,宇佐见堇子(东方 Project)
649985,kaburagi_t._kotetsu_(Tiger & Bunny),4,3203,镝木·T·虎彻(老虎和兔子)
8553,yagami_hayate_(mahou_shoujo_lyrical_nanoha),4,3199,八神疾风(魔法少女奈叶)
539110,yuki_miku_(vocaloid),4,3198,雪初音(vocaloid)
12107,kotomine_kirei_(fate),4,3194,言峰绮礼(Fate 系列)
563892,kirito_(sword_art_online),4,3194,桐人(刀剑神域)
620175,mikasa_ackerman_(shingeki_no_kyojin),4,3194,三笠·阿克曼(进击的巨人)
1782915,ijichi_nijika_(bocchi_the_rock!),4,3192,伊地知虹夏(孤独摇滚!)
1525541,gojou_satoru_(jujutsu_kaisen),4,3188,五条悟(咒术回战)
382076,hiiragi_tsukasa_(lucky_star),4,3174,柊司(幸运星)
1468120,nakano_nino_(go-toubun_no_hanayome),4,3168,中野二乃(五等分的新娘)
660098,futaba_anzu_(idolmaster_cinderella_girls),4,3158,双叶杏(偶像大师_灰姑娘女孩)
1342592,shimada_arisu_(girls_und_panzer),4,3149,岛田爱丽丝(少女与战车)
665397,koshimizu_sachiko_(idolmaster_cinderella_girls),4,3146,小清水幸子(偶像大师_灰姑娘女孩)
711691,motoori_kosuzu_(touhou),4,3133,本居小铃(东方 Project)
1524970,reisalin_stout_(atelier),4,3126,莱莎琳·斯托特(炼金工房系列)
437574,shirai_kuroko_(toaru_majutsu_no_index),4,3120,白井黑子(魔法禁书目录)
13543,hyuuga_hinata_(naruto),4,3115,日向雏田(火影忍者)
419123,shirogane_naoto_(persona),4,3085,白金直斗(女神异闻录)
527774,monkey_d._luffy_(One Piece),4,3059,蒙奇·D·路飞(海贼王)
11349,ryuuguu_rena_(higurashi_no_naku_koro_ni),4,3055,龙宫礼奈(寒蝉鸣泣之时)
1240694,ruby_rose_(rwby),4,3040,露比·罗斯(RWBY)
403357,nia_teppelin_(tengen_toppa_gurren_lagann),4,3029,妮亚·帖佩林(天元突破红莲螺岩)
12514,shiranui_mai_(fatal_fury),4,3018,不知火舞(饿狼传说)
8956,star_sapphire_(touhou),4,3006,星光蓝宝石(东方 Project)
1276066,hoto_cocoa_(gochuumon_wa_usagi_desu_ka?),4,3002,保登心爱(请问您今天要来点兔子吗？)
1452972,yorigami_shion_(touhou),4,2996,依神紫苑(东方 Project)
398775,sheryl_nome_(macross),4,2983,雪莉露·诺姆(超时空要塞)
375279,waver_velvet_(fate),4,2981,韦伯·维尔维特(Fate 系列)
1283598,bronya_zaychik_(honkai_impact),4,2976,布洛妮娅·扎伊切克(崩坏 3)
1685269,ceres_fauna_(hololive),4,2971,赛雷斯·法乌娜(Hololive)
411462,aisaka_taiga_(toradora!),4,2963,逢坂大河(龙与虎)
407910,higashikata_josuke_(jojo_no_kimyou_na_bouken),4,2963,东方仗助(JOJO 的奇妙冒险)
1443053,nakano_miku_(go-toubun_no_hanayome),4,2960,中野三玖(五等分的新娘)
9077,miura_azusa_(idolmaster),4,2957,三浦梓(偶像大师)
1316036,takami_chika_(love_live!),4,2950,高海千歌(LoveLive!)
721694,tatsumaki_(one_punch_man),4,2948,龙卷(一拳超人)
663996,jougasaki_rika_(idolmaster_cinderella_girls),4,2933,城崎莉嘉(偶像大师_灰姑娘女孩)
1448715,kizuna_akari_(vocaloid),4,2932,紲星灯(vocaloid)
700406,reizei_mako_(girls_und_panzer),4,2922,冷泉麻子(少女与战车)
16122,nico_robin_(one_piece),4,2917,妮可·罗宾(海贼王)
1675937,kaedehara_kazuha_(genshin_impact),4,2906,枫原万叶(原神)
9074,hagiwara_yukiho_(idolmaster),4,2902,萩原雪步(偶像大师)
761961,weiss_schnee_(rwby),4,2898,薇丝·雪倪(RWBY)
8955,luna_child_(touhou),4,2884,露娜·查尔德(东方 Project)
664492,maekawa_miku_(idolmaster_cinderella_girls),4,2884,前川未来(偶像大师_灰姑娘女孩)
1515525,mayuzumi_fuyuko_(idolmaster_cinderella_girls),4,2883,黛冬优子(偶像大师_灰姑娘女孩)
508752,pyonta_(touhou),4,2876,胖太(东方 Project)
344358,roronoa_zoro_(one_piece),4,2867,罗罗诺亚·索隆(海贼王)
476837,holo_(spice_and_wolf),4,2853,赫萝(狼与香辛料)
1262414,izumi_sagiri_(eromanga_sensei),4,2851,和泉纱雾(埃罗芒阿老师)
406263,satonaka_chie_(persona),4,2848,里中千枝(女神异闻录)
2075923,octoling_player_character_(splatoon),4,2838,章鱼娘玩家角色(斯普拉遁)
1271044,raiden_mei_(honkai_impact),4,2828,雷电芽衣(崩坏 3)
758462,kirigiri_kyoko_(danganronpa),4,2827,雾切响子(弹丸论破)
466393,lelouch_vi_britannia_(code_geass),4,2822,鲁路修·Vi·布里塔尼亚(Code_Geass_反叛的鲁路修)
8954,sunny_milk_(touhou),4,2820,桑尼·米尔克(东方 Project)
626945,shokuhou_misaki_(toaru_majutsu_no_index),4,2794,食蜂操祈(魔法禁书目录)
1246772,mankanshoku_mako_(kill_la_kill),4,2786,满舰饰真子(斩服少女)
401823,sonic_the_hedgehog_(sonic_the_hedgehog),4,2776,索尼克(刺猬索尼克)
660394,midorikawa_nao_(idolmaster_cinderella_girls),4,2775,绿川直(偶像大师_灰姑娘女孩)
378867,dark_magician_girl_(yu-gi-oh!),4,2752,黑魔导女孩(游戏王)
9076,akizuki_ritsuko_(idolmaster),4,2740,秋月律子(偶像大师)
660393,kise_yayoi_(idolmaster_cinderella_girls),4,2737,黄濑弥生(偶像大师_灰姑娘女孩)
527779,han_juri_(street_fighter),4,2734,韩蛛俐(街头霸王)
510605,makise_kurisu_(steins_gate),4,2733,牧濑红莉栖(命运石之门)
1387675,kamado_nezuko_(kimetsu_no_yaiba),4,2721,灶门祢豆子(鬼灭之刃)
1452342,amamiya_ren_(persona),4,2717,雨宫莲(女神异闻录)
