tag_id,name,category,count,aliases,is_core,is_attire
11449,weapon,0,610247,"[""weapon"", ""weapons""]",False,False
390728,multicolored_hair,0,719259,"[""multicolored_hair"", ""multicolor_hair""]",True,False
472154,short_sleeves,0,640149,"[""short_sleeves"", ""/ssleeves""]",False,True
484168,sidelocks,0,636870,"[""sidelocks"", ""payot"", ""forelocks""]",True,False
63,comic,0,552142,"[""comic"", ""manga"", ""comics""]",False,False
622137,hetero,0,559583,"[""hetero""]",False,False
2750,heart,0,600470,"[""heart"", ""hearts"", ""<3""]",False,False
3870,thighs,0,581683,"[""thighs"", ""thigh""]",False,False
384553,:d,0,565629,"["":d""]",False,False
374844,hair_bow,0,546603,"[""hair_bow"", ""hairbow"", ""hair_bows""]",True,True
2363,pantyhose,0,548011,"[""pantyhose"", ""tights"", ""panty_hose""]",False,True
13879,outdoors,0,554303,"[""outdoors"", ""outside"", ""outdoor""]",False,False
660909,cowboy_shot,0,577599,"[""cowboy_shot""]",False,False
13804,earrings,0,579737,"[""earrings"", ""grey_earrings"", ""black_earrings"", ""white_earrings"", ""yellow_earrings"", ""green_earrings"", ""aqua_earrings"", ""purple_earrings"", ""pink_earrings"", ""brown_earrings"", ""red_earrings"", ""blue_earrings"", ""ear_rings"", ""ear_ring"", ""earring""]",True,True
513837,greyscale,0,513036,"[""greyscale"", ""black_and_white"", ""b&w"", ""grayscale""]",False,False
6539,bikini,0,511379,"[""bikini""]",False,True
4569,sweat,0,538802,"[""sweat"", ""sweating""]",False,False
5403,red_hair,0,536087,"[""red_hair"", ""/redh"", ""redhead"", ""red_head"", ""redhair""]",True,False
2365,nude,0,507071,"[""nude"", ""naked""]",False,True
383282,pleated_skirt,0,512934,"[""pleated_skirt""]",False,True
465265,small_breasts,0,506758,"[""small_breasts""]",True,False
194013,frills,0,512464,"[""frills"", ""frilled"", ""ruffles"", ""frill"", ""frilly""]",False,True
2376,hairband,0,487002,"[""hairband"", ""hair_band""]",True,True
664375,parted_lips,0,509302,"[""parted_lips""]",False,False
4352,censored,0,468074,"[""censored"", ""censoring"", ""censor""]",False,False
5827,boots,0,467717,"[""boots"", ""naked_boots"", ""boot""]",False,True
375669,open_clothes,0,510919,"[""open_clothes"", ""open_clothing""]",False,True
301022,lying,0,457990,"[""lying"", ""lying_down"", ""laying_down"", ""laying""]",False,False
2785,horns,0,476749,"[""horns""]",True,False
6054,teeth,0,512516,"[""teeth"", ""bared_teeth""]",False,False
568656,multiple_boys,0,480587,"[""multiple_boys"", ""/nboys""]",False,False
2866,wings,0,446840,"[""wings"", ""wing""]",True,False
1575,food,0,455614,"[""food""]",False,False
384774,necktie,0,458516,"[""necktie"", ""neck_tie"", ""tie""]",False,True
461042,one_eye_closed,0,444140,"[""one_eye_closed"", ""wink""]",False,False
387884,detached_sleeves,0,436671,"[""detached_sleeves"", ""detached_sleeve"", ""naked_sleeves"", ""/dsleeves"", ""armsleeves""]",False,True
406,sky,0,446696,"[""sky"", ""sky_background""]",False,False
4190,penis,0,420171,"[""penis"", ""cocks"", ""dick"", ""dicks"", ""cock""]",False,False
3985,shorts,0,456816,"[""shorts"", ""short_pants""]",False,True
8388,green_hair,0,428998,"[""green_hair"", ""/greenh"", ""greenhair""]",True,False
1707,japanese_clothes,0,407083,"[""japanese_clothes"", ""traditional_japanese_clothes"", ""japanese_clothing"", ""wafuku""]",False,True
8672,shoes,0,427349,"[""shoes"", ""shoe""]",False,True
400314,sleeveless,0,440737,"[""sleeveless"", ""no_sleeves""]",False,True
474820,black_gloves,0,452960,"[""black_gloves"", ""black_glove""]",False,True
431446,alternate_costume,0,444666,"[""alternate_costume"", ""alternate_outfit"", ""/acos"", ""alternative_costume""]",False,False
478849,collared_shirt,0,468726,"[""collared_shirt"", ""collared_blouse""]",False,True
4025,choker,0,418494,"[""choker""]",False,True
11826,barefoot,0,379374,"[""barefoot"", ""barefeet"", ""bare_foot"", ""bare_feet""]",False,True
4378,pussy,0,373810,"[""pussy"", ""vulva"", ""vagina"", ""manko""]",False,False
1731,socks,0,399382,"[""socks"", ""naked_socks"", ""leghighs"", ""sock""]",False,True
6532,glasses,0,375926,"[""glasses"", ""meganeko"", ""megane"", ""meganekko""]",True,True
10863,tongue,0,390335,"[""tongue"", ""tongues""]",False,False
15522,pointy_ears,0,400472,"[""pointy_ears"", ""elven_ears"", ""elf_ears"", ""pointy_ear"", ""pointed_ears"", ""long_ears"", ""pointy-ears""]",True,False
931006,solo_focus,0,366211,"[""solo_focus""]",False,False
10926,pants,0,438921,"[""pants"", ""slacks"", ""long_pants"", ""trousers""]",False,True
435324,day,0,348549,"[""day""]",False,False
1407561,virtual_youtuber,0,411064,"[""virtual_youtuber"", ""vtuber""]",False,False
268819,serafuku,0,320415,"[""serafuku"", ""sailor_fuku"", ""/se""]",False,True
375171,indoors,0,374103,"[""indoors""]",False,False
581144,puffy_sleeves,0,360276,"[""puffy_sleeves"", ""/psleeves"", ""puffy_shoulders""]",False,True
657955,artist_name,0,391008,"[""artist_name""]",False,False
2646,hairclip,0,345231,"[""hairclip"", ""barrette"", ""hair_clips"", ""hair_clip"", ""hairclips""]",True,True
426781,medium_hair,0,395424,"[""medium_hair"", ""shoulder-length_hair""]",True,False
9864,belt,0,356513,"[""belt"", ""belts""]",False,True
1793,fang,0,330986,"[""fang""]",True,False
455880,black_thighhighs,0,365144,"[""black_thighhighs""]",False,True
539367,hand_up,0,364043,"[""hand_up"", ""raised_hand"", ""hand_raised"", ""one_hand_raised""]",False,False
10228,elbow_gloves,0,311666,"[""elbow_gloves"", ""opera_gloves"", ""long_gloves"", ""/eg""]",False,True
9843,midriff,0,306813,"[""midriff""]",False,True
410129,looking_back,0,286686,"[""looking_back"", ""looking_over_shoulder"", ""turning""]",False,False
464549,cloud,0,297982,"[""cloud"", ""clouds""]",False,False
474821,white_gloves,0,307723,"[""white_gloves"", ""white_glove""]",False,True
411263,signature,0,308449,"[""signature"", ""artist_signature"", ""signed"", ""autograph""]",False,False
11628,bowtie,0,313943,"[""bowtie"", ""neck_bow"", ""bow_tie""]",False,True
5948,hood,0,307588,"[""hood""]",False,True
401228,sword,0,281462,"[""sword"", ""swords""]",False,False
374628,black_skirt,0,309035,"[""black_skirt""]",False,True
71730,dark_skin,0,294848,"[""dark_skin"", ""dark_skinned_female"", ""dark_skin_female"", ""brown_skin"", ""darkskin""]",True,False
449194,2boys,0,313187,"[""2boys"", ""2boy""]",False,False
72,cat_ears,0,289516,"[""cat_ears"", ""catears"", ""/cat"", ""nekomimi""]",True,False
537684,blunt_bangs,0,301369,"[""blunt_bangs""]",True,False
400123,hair_flower,0,288226,"[""hair_flower"", ""flower_hair_ornament"", ""/hflower"", ""hair_flowers"", ""flower_in_hair"", ""hairflower""]",True,False
1515536,official_alternate_costume,0,343912,"[""official_alternate_costume"", ""official_alternate_outfit"", ""alternate_costume_(official)""]",False,False
502710,tongue_out,0,287793,"[""tongue_out""]",False,True
2357,sex,0,274607,"[""sex"", ""fuck"", ""fucking""]",False,False
16252,spread_legs,0,258919,"[""spread_legs"", ""spread_leg"", ""open_legs"", ""legs_spread""]",False,False
16750,pink_eyes,0,288749,"[""pink_eyes""]",True,False
389378,sailor_collar,0,283873,"[""sailor_collar""]",False,False
394970,wide_sleeves,0,263477,"[""wide_sleeves"", ""/wsleeves""]",False,True
9168,miniskirt,0,271024,"[""miniskirt"", ""short_skirt"", ""mini_skirt""]",False,True
467104,stomach,0,276662,"[""stomach""]",False,False
375020,fingerless_gloves,0,268441,"[""fingerless_gloves"", ""fingerless_glove""]",False,True
1842,cum,0,253443,"[""cum"", ""sperm"", ""semen"", ""cumshot""]",False,False
401481,on_back,0,259476,"[""on_back"", ""lying_on_back"", ""supine""]",False,False
6010,tears,0,239685,"[""tears"", ""tear""]",False,False
659098,black_footwear,0,299412,"[""black_footwear"", ""black_shoes"", ""black_boots""]",False,True
632214,grey_background,0,274654,"[""grey_background"", ""/graybg"", ""/greybg"", ""gray_background""]",False,False
399836,3girls,0,249537,"[""3girls"", ""3girl""]",False,False
5576,armpits,0,248465,"[""armpits"", ""showing_armpits"", ""armpit""]",False,True
1254363,twitter_username,0,278876,"[""twitter_username"", ""artist_twitter""]",False,False
445,kimono,0,249332,"[""kimono""]",False,True
14620,white_dress,0,278020,"[""white_dress""]",False,True
670071,holding_weapon,0,272749,"[""holding_weapon""]",False,True
375229,off_shoulder,0,247872,"[""off_shoulder"", ""off_shoulders"", ""off-shoulder""]",False,True
4068,necklace,0,255235,"[""necklace""]",False,True
491647,striped_clothes,0,241731,"[""striped_clothes"", ""striped_clothing""]",False,True
454933,hair_bun,0,253509,"[""hair_bun""]",True,False
102962,nail_polish,0,246623,"[""nail_polish"", ""colored_nails"", ""painted_nails"", ""nailpolish"", ""nail_varnish""]",False,True
234192,from_behind,0,238688,"[""from_behind"", ""viewed_from_behind""]",False,False
656624,star_(symbol),0,246322,"[""star_(symbol)""]",False,False
4019,mole,0,262124,"[""mole"", ""beauty_mark""]",True,False
641577,looking_at_another,0,276623,"[""looking_at_another""]",False,False
1573,water,0,226660,"[""water""]",False,False
399541,hair_over_one_eye,0,253734,"[""hair_over_one_eye"", ""eye_covering_bang"", ""hair_over_eye"", ""/hooe""]",True,False
4333,bag,0,232687,"[""bag"", ""bags""]",False,True
465583,rabbit_ears,0,235311,"[""rabbit_ears"", ""bunny_ears"", ""rabbit_ear"", ""bunny_ear"", ""/bun"", ""usamimi"", ""usagimimi""]",True,False
1747,chibi,0,250436,"[""chibi"", ""super_deformed""]",False,False
87676,orange_hair,0,245895,"[""orange_hair""]",True,False
6107,blurry,0,234436,"[""blurry"", ""blurred""]",False,False
384884,grin,0,240952,"[""grin"", ""grinning""]",False,False
125238,sweatdrop,0,234889,"[""sweatdrop"", ""sweat_drops"", ""sweatdrops"", ""sweat_drop""]",False,False
473983,clothes_lift,0,212711,"[""clothes_lift""]",False,True
39127,black_dress,0,243973,"[""black_dress""]",False,True
3198,scarf,0,216936,"[""scarf"", ""muffler""]",False,True
6346,cape,0,220525,"[""cape""]",False,True
375002,white_thighhighs,0,227612,"[""white_thighhighs""]",False,True
13199,black_eyes,0,237958,"[""black_eyes"", ""dark_eyes""]",True,False
413564,two-tone_hair,0,250175,"[""two-tone_hair"", ""two-tone-hair"", ""/tth"", ""two_tone_hair""]",True,False
590165,english_text,0,248793,"[""english_text"", ""english""]",False,False
440465,speech_bubble,0,281795,"[""speech_bubble"", ""word_bubble"", ""speech_balloon"", ""text_bubble""]",False,False
719985,streaked_hair,0,255885,"[""streaked_hair"", ""highlights""]",True,False
3796,bra,0,206889,"[""bra""]",False,True
261,yuri,0,225791,"[""yuri"", ""girl_love"", ""girls_love"", ""girl's_love"", ""shoujo-ai"", ""lesbian""]",False,False
4659,armor,0,216454,"[""armor"", ""armour""]",False,True
393959,huge_breasts,0,217200,"[""huge_breasts"", ""huge_breast"", ""/hb"", ""huge_boobs"", ""huge_tits""]",True,False
6176,vest,0,221549,"[""vest""]",False,True
379615,open_jacket,0,250146,"[""open_jacket"", ""open_track_jacket"", ""open_blazer""]",False,True
4010,halo,0,279896,"[""halo""]",True,False
511141,from_side,0,229205,"[""from_side"", ""viewed_from_side"", ""side_view"", ""side""]",False,False
273,apron,0,213709,"[""apron""]",False,True
682673,mosaic_censoring,0,205500,"[""mosaic_censoring"", ""pixel_censor"", ""mosaic_censor"", ""rough_censoring""]",False,False
2060,feet,0,206476,"[""feet"", ""foot""]",False,False
470807,red_bow,0,217687,"[""red_bow""]",True,True
475187,arm_up,0,215432,"[""arm_up"", ""one_arm_up"", ""arm_raised"", ""raised_arm""]",False,False
374791,white_panties,0,190755,"[""white_panties""]",False,True
6295,leotard,0,214144,"[""leotard""]",False,True
510962,character_name,0,209785,"[""character_name""]",False,False
5569,coat,0,236006,"[""coat""]",False,True
547860,black_jacket,0,244054,"[""black_jacket"", ""black_blazer""]",False,True
10484,vaginal,0,201132,"[""vaginal"", ""vaginal_sex"", ""vaginal_penetration""]",False,False
9882,high_heels,0,205490,"[""high_heels"", ""highheels"", ""heels""]",False,True
14599,:o,0,191859,"["":o"", "":0""]",False,False
4052,collar,0,195652,"[""collar""]",False,True
399827,arms_up,0,193048,"[""arms_up"", ""hands_above_head"", ""arms_above_head"", ""arms_raised"", ""raised_arms"", ""arms_above""]",False,False
3477,sweater,0,207412,"[""sweater"", ""sweatshirt""]",False,True
11904,bracelet,0,197660,"[""bracelet"", ""wristlet"", ""bracelets""]",False,True
490655,blue_sky,0,201147,"[""blue_sky""]",False,False
378032,flat_chest,0,179718,"[""flat_chest"", ""titty_buds"", ""flat_chested"", ""flatchest"", ""tsurupeta"", ""pettanko""]",False,False
52138,twin_braids,0,184316,"[""twin_braids"", ""double_braid"", ""twin_braid"", ""twinbraid"", ""twinbraids""]",True,False
560958,dated,0,192960,"[""dated""]",False,False
4152,uniform,0,28679,"[""uniform"", ""uniforms""]",False,False
381629,side_ponytail,0,181414,"[""side_ponytail"", ""side_tail"", ""sidetail""]",True,False
1486996,animal_ear_fluff,0,204772,"[""animal_ear_fluff""]",True,False
390401,red_ribbon,0,186953,"[""red_ribbon""]",True,True
395321,crop_top,0,200587,"[""crop_top""]",False,True
464553,cup,0,187357,"[""cup"", ""drinking_cup"", ""cups""]",False,False
89368,aqua_eyes,0,181834,"[""aqua_eyes"", ""cyan_eyes"", ""teal_eyes"", ""turquoise_eyes""]",True,False
633894,dark-skinned_female,0,183422,"[""dark-skinned_female"", ""dark_skinned_female""]",True,False
524961,black_shirt,0,221390,"[""black_shirt"", ""black_blouse""]",False,True
515329,covered_nipples,0,162588,"[""covered_nipples"", ""erect_nipples_under_clothes"", ""covered_erect_nipples"", ""erect_nipples"", ""erect_nipple"", ""perky_nipples"", ""erect_nipplees"", ""errect_nipples""]",False,False
684639,puffy_short_sleeves,0,181366,"[""puffy_short_sleeves"", ""short_puffy_sleeves""]",False,True
551772,parted_bangs,0,202416,"[""parted_bangs""]",True,False
822149,completely_nude,0,190429,"[""completely_nude"", ""completely_naked""]",False,True
428173,blue_skirt,0,180700,"[""blue_skirt""]",False,True
652604,two_side_up,0,179057,"[""two_side_up"", ""two_sides_up""]",True,False
427008,fingernails,0,184848,"[""fingernails"", ""finger_nails"", ""fingernail""]",False,True
457408,black_pantyhose,0,207214,"[""black_pantyhose""]",False,True
464586,tree,0,172200,"[""tree"", ""trees""]",False,False
481846,hands_up,0,186945,"[""hands_up"", ""hands_raised""]",False,False
579466,looking_to_the_side,0,185325,"[""looking_to_the_side"", ""looking_aside"", ""looking_to_side""]",False,False
1445905,v-shaped_eyebrows,0,182512,"[""v-shaped_eyebrows""]",True,False
89228,grey_eyes,0,188925,"[""grey_eyes"", ""silver_eyes"", ""gray_eyes""]",True,False
95405,orange_eyes,0,177875,"[""orange_eyes""]",True,False
4311,legs,0,154543,"[""legs"", ""leg""]",False,False
438623,neckerchief,0,179075,"[""neckerchief""]",False,True
479939,sleeves_past_wrists,0,167448,"[""sleeves_past_wrists"", ""sleeves_past_wrist""]",False,True
1931,sketch,0,154253,"[""sketch"", ""rough"", ""rough_sketch"", ""/sk""]",False,False
389404,cat_tail,0,160874,"[""cat_tail"", ""cat_tails""]",True,False
754325,groin,0,150196,"[""groin"", ""adonis_belt"", ""hip_lines"", ""mound_of_venus""]",False,False
537200,symbol-shaped_pupils,0,169734,"[""symbol-shaped_pupils"", ""symbol_shaped_pupils""]",True,False
416202,eyelashes,0,177539,"[""eyelashes"", ""eye_lashes""]",True,False
4867,wet,0,150898,"[""wet"", ""wet_skin"", ""wet_body"", ""soaked""]",False,False
539584,fur_trim,0,166379,"[""fur_trim"", ""fur_lining""]",False,True
451371,see-through,0,0,"[""see-through"", ""see_through""]",False,True
5501,lips,0,141439,"[""lips""]",True,False
412078,wrist_cuffs,0,155474,"[""wrist_cuffs"", ""detached_cuffs"", ""wristcuff"", ""wristcuffs"", ""wrist_cuff""]",False,True
709722,hand_on_own_hip,0,158552,"[""hand_on_own_hip"", ""hand_on_hip"", ""hand_on_waist""]",False,False
128,loli,0,151931,"[""loli"", ""lolicon"", ""rori""]",False,False
464572,pillow,0,147741,"[""pillow"", ""pink_pillow"", ""green_pillow"", ""white_pillow"", ""purple_pillow"", ""orange_pillow"", ""black_pillow"", ""yellow_pillow"", ""blue_pillow"", ""grey_pillow"", ""red_pillow"", ""pillows""]",False,False
431755,head_tilt,0,141552,"[""head_tilt""]",False,False
589,gun,0,147713,"[""gun"", ""firearm"", ""guns""]",False,False
59,maid,0,151369,"[""maid"", ""maid_dress"", ""maid_outfit"", ""maid_costume"", ""maids"", ""maid_uniform""]",False,True
382397,strapless,0,161075,"[""strapless""]",False,False
10644,zettai_ryouiki,0,136834,"[""zettai_ryouiki"", ""absolute_territory"", ""zettai_ryouki"", ""/zr""]",False,True
1594634,clothing_cutout,0,161900,"[""clothing_cutout""]",False,True
1390441,black_headwear,0,49005,"[""black_headwear"", ""black_hat""]",True,True
465277,plaid,0,11282,"[""plaid"", ""tartan""]",False,True
492223,bar_censor,0,155573,"[""bar_censor"", ""censor_bar"", ""censor_bars""]",False,False
10923,torn_clothes,0,148067,"[""torn_clothes"", ""ripped_clothing"", ""torn_clothing"", ""ripped_clothes"", ""tornclothes""]",False,True
1277433,mole_under_eye,0,163341,"[""mole_under_eye""]",True,True
2335,fox_ears,0,151967,"[""fox_ears"", ""/fox"", ""kitsunemimi""]",True,False
28200,toes,0,157627,"[""toes""]",False,False
513475,multiple_views,0,171240,"[""multiple_views""]",False,False
494251,one-piece_swimsuit,0,138413,"[""one-piece_swimsuit"", ""one_piece_swimsuit"", ""one-piece""]",False,True
464535,book,0,142234,"[""book"", ""books""]",False,False
379475,sash,0,144351,"[""sash""]",False,True
463173,maid_headdress,0,148068,"[""maid_headdress"", ""maid_cachusha"", ""maid_headband""]",True,True
407186,sleeveless_shirt,0,155689,"[""sleeveless_shirt"", ""sleeveless_blouse""]",False,True
394174,short_shorts,0,144406,"[""short_shorts"", ""minishorts"", ""booty_shorts"", ""hot_pants"", ""hotpants""]",False,True
475418,bare_arms,0,141787,"[""bare_arms""]",False,True
568880,sleeveless_dress,0,155467,"[""sleeveless_dress""]",False,True
1393877,feet_out_of_frame,0,156027,"[""feet_out_of_frame""]",False,False
12552,pubic_hair,0,139584,"[""pubic_hair"", ""hairy_pussy"", ""pubes"", ""pubichair""]",False,False
531371,gradient_background,0,144047,"[""gradient_background"", ""/gradientbg"", ""/gbg""]",False,False
449676,ascot,0,144497,"[""ascot"", ""jabot"", ""cravat""]",False,True
494744,shiny_skin,0,127667,"[""shiny_skin"", ""glistening_skin""]",True,False
2687,v,0,157059,"[""v"", ""v_sign"", ""peace_sign""]",False,False
1128907,pokemon_(creature),0,152194,"[""pokemon_(creature)""]",False,False
16718,black_panties,0,138106,"[""black_panties""]",False,True
358,cosplay,0,139978,"[""cosplay""]",False,True
464579,sparkle,0,154933,"[""sparkle"", ""sparkling"", ""sparkles""]",False,False
542846,no_humans,0,152333,"[""no_humans"", ""no_human""]",False,False
529256,fake_animal_ears,0,153298,"[""fake_animal_ears""]",True,False
465719,muscular,0,145624,"[""muscular"", ""muscle"", ""muscles""]",False,False
13132,petals,0,132549,"[""petals"", ""flower_petals"", ""petal""]",False,False
3314,kneehighs,0,130365,"[""kneehighs"", ""kneehigh_socks"", ""knee_socks"", ""kneesocks"", ""knee_highs""]",False,True
469714,bare_legs,0,138761,"[""bare_legs""]",False,True
2813,window,0,135636,"[""window""]",False,False
5032,uncensored,0,138469,"[""uncensored"", ""uncensoring"", ""descensored""]",False,False
443395,thigh_strap,0,147211,"[""thigh_strap"", ""thighband"", ""thigh_band"", ""thigh_straps""]",False,True
1247160,black_bow,0,143154,"[""black_bow""]",True,True
389813,single_braid,0,133322,"[""single_braid""]",True,False
1269639,covered_navel,0,137159,"[""covered_navel"", ""clothed_navel""]",False,False
202817,hoodie,0,136771,"[""hoodie""]",False,True
467863,neck_ribbon,0,143644,"[""neck_ribbon""]",True,True
474500,black_ribbon,0,137143,"[""black_ribbon""]",True,True
600177,detached_collar,0,134958,"[""detached_collar""]",False,False
391128,gradient_hair,0,142281,"[""gradient_hair""]",True,False
1875867,upper_teeth_only,0,160265,"[""upper_teeth_only"", ""upper_teeth""]",False,False
464584,tattoo,0,140126,"[""tattoo"", ""tatoo"", ""tattoos""]",False,False
375372,dutch_angle,0,121577,"[""dutch_angle""]",False,False
1382794,black_choker,0,160412,"[""black_choker""]",False,True
8641,dress_shirt,0,128891,"[""dress_shirt""]",False,True
